**** Planta:  499 AMOYA        Penal:          -1.
2020      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2
2021      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2
2022      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2
2023      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2
2024      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.      6.     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2     7.2
**** Planta:  520 SNMIGUEL     Penal:        1000.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2017    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2018    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2019    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2020    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2021    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2022    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
2023    3.36    3.36    3.36    3.36    2.54    2.54    2.54    2.54    3.98    3.98    3.98    3.98    5.82    5.82    5.82    5.82    3.64    3.64    3.64    3.64    3.64    3.02    3.02    3.02    3.02    1.71    1.71    1.71    1.71    1.71      2.      2.      2.      2.    2.09    2.09    2.09    2.09    9.44    9.44    9.44    9.44    9.44    6.72    6.72    6.72    6.72    6.72    5.57    5.57    5.57    5.57
