 NUM. Tp ...NombreB.. Id  # tg Plnt Nombre Gener.Area %per1 Ploa1 Pind1 PerF1 %per2 Ploa2 Pind2 PerF2 %per3 Ploa3 Pind3 PerF3 %per4 Ploa4 Pind4 PerF4 %per5 Ploa5 Pind5 PerF5 Icca
  323  0 Primavera5   co                            3                                                                                                                            0
  331  0 Guaca2       co  1  1  310 LA GUACA        5                                                                                                                            0
  332  0 Mesa2        co                            5                                                                                                                            0
  334  0 Paraiso2     co  1  1  309 PARAISO         5                                                                                                                            0
  335  0 Guaca115     co                            5                                                                                                                            0
  341  0 Porce35      co                            3                                                                                                                            0
  342  0 AnconISA2    co                            3                                                                                                                            0
  343  0 Sierra2      co  1  2 1077 TERMOSIERRA     3                                                                                                                            0
  343  0 Sierra2      co  2  2 1079 TSIERRAGAS      3                                                                                                                            0
  344  0 Primavera2   co                            3                                                                                                                            0
  345  0 Purnio2      co                            3                                                                                                                            0
  346  0 SnCarlos2    co  1  1  105 SAN CARLOS      3                                                                                                                            0
  347  0 SnCarlos5    co                            3                                                                                                                            0
  348  0 TermoCentro2 co  1  2 2018 TERMOCENTRO     3                                                                                                                            0
  349  0 SnCarlosTr2  co                            3                                                                                                                            0
  368  0 NtpTPor315   co  1  1  506 PORCE III       3                                                                                                                            0
  369  0 NtpTPor325   co                            3                                                                                                                            0
  383  0 Prado115     co  1  1  405 PRADO4          6                                                                                                                            0
  383  0 Prado115     co  2  1  404 PRADO           6                                                                                                                            0
  385  0 Mirolindo2   co                            6                                                                                                                            0
  386  0 Cajamarca1   co                            6                                                                                                                            0
  387  0 Diamante115  co                            6                                                                                                                            0
  388  0 Flandes115   co                            6                                                                                                                            0
  389  0 Mirolindo1   co  1  1  130 CHILI           6                                                                                                                            0
  389  0 Mirolindo1   co  2  1  511 CUCUANA         6                                                                                                                            0
  390  0 Papayo115    co                            6                                                                                                                            0
  395  0 Lanceros115  co                            6                                                                                                                            0
  401  0 Brisas115    co                            6                                                                                                                            0
  403  0 NtpJPS1      co                            6                                                                                                                            0
  404  0 Yumbo2       co                            6                                                                                                                            0
  408  0 Jamundi115   co                            6                                                                                                                            0
  409  0 Pance115     co                            6                                                                                                                            0
  410  0 AltoAnchya2  co  1  1  409 ALTOANCHICAY    6                                                                                                                            0
  412  0 Juanchito2   co                            6                                                                                                                            0
  413  0 Pance2       co                            6                                                                                                                            0
  414  0 SnMarcos2    co                            6                                                                                                                            0
  415  0 SnMarcos5    co                            6                                                                                                                            0
  416  0 Termoyumbo1  co                            6                                                                                                                            0
  418  0 Aguablanca1  co                            6                                                                                                                            0
  419  0 Juanchito1   co                            6                                                                                                                            0
  420  0 Melendez115  co                            6                                                                                                                            0
  421  0 PapelCauca1  co                            6                                                                                                                            0
  422  0 BMalaga115   co                            6                                                                                                                            0
  423  0 Pailon115    co                            6                                                                                                                            0
  424  0 BajoAnchya1  co  1  1  410 BAJOANCHICAY    6                                                                                                                            0
  425  0 Chipichape1  co                            6                                                                                                                            0
  426  0 Buga115      co                            6                                                                                                                            0
  427  0 Campiña115   co                            6                                                                                                                            0
  428  0 CodazziEPSA1 co                            6                                                                                                                            0
  429  0 Palmira115   co                            6                                                                                                                            0
  430  0 Guachal115   co  1  2 2015 TERMOEMCALI     6                                                                                                                            0
  430  0 Guachal115   co  2  2 2017 TERMOEMCGAS     6                                                                                                                            0
  432  0 LaUnion115   co                            6                                                                                                                            0
  433  0 Zarzal115    co                            6                                                                                                                            0
  434  0 Sucromiles1  co                            6                                                                                                                            0
  435  0 Cartago2     co                            6                                                                                                                            0
  436  0 Cartago115   co                            6                                                                                                                            0
  450  0 Tulua115     co                            6                                                                                                                            0
  451  0 Bventura115  co                            6                                                                                                                            0
  452  0 Calima115    co  1  1  412 CALIMA          6                                                                                                                            0
  453  0 CandelVlle1  co                            6                                                                                                                            0
  454  0 Cerrito115   co                            6                                                                                                                            0
  455  0 SanLuis115   co                            6                                                                                                                            0
  456  0 SnAntonioVa1 co                            6                                                                                                                            0
  461  0 Salvajina2   co  1  1  414 SALVAJINA       6                                                                                                                            0
  468  0 Mayaguez115  co                            6                                                                                                                            0
  473  0 TermoValle1  co  1  2 1090 TERMOVALLE      6                                                                                                                            0
  473  0 TermoValle1  co  2  2 1091 TERMOVAGAS      6                                                                                                                            0
  487  0 SnMarcos115  co                            6                                                                                                                            0
  488  0 PteCodSma1   co                            6                                                                                                                            0
  489  0 NtpCodSma21  co                            6                                                                                                                            0
  490  0 Virginia5    co                            6                                                                                                                            0
  500  0 RioCordoba2  co                            1                                                                                                                            0
  605  0 Bacata2      co                            5                                                                                                                            0
  606  0 Bacata5      co                            5                                                                                                                            0
  608  0 Circo2       co                            5                                                                                                                            0
  609  0 Noroeste115  co                            5                                                                                                                            0
  610  0 Noroeste2    co                            5                                                                                                                            0
  612  0 Torca115     co                            5                                                                                                                            0
  614  0 Torca2       co                            5                                                                                                                            0
  616  0 Tunal2       co                            5                                                                                                                            0
  617  0 SnMateoEEB2  co                            5                                                                                                                            0
  618  0 Chia115      co                            5                                                                                                                            0
  619  0 ElSol115     co                            5                                                                                                                            0
  620  0 Salitre115   co                            5                                                                                                                            0
  621  0 Suba115      co                            5                                                                                                                            0
  622  0 FloridaCOD1  co                            5                                                                                                                            0
  623  0 Tibabuyes1   co                            5                                                                                                                            0
  624  0 Colegio115   co  1  1  313 DARIO VALENC    5                                                                                                                            0
  625  0 Fontibon115  co                            5                                                                                                                            0
  626  0 Bosa115      co                            5                                                                                                                            0
  627  0 Laguneta115  co  1  1  312 LAGUN-LIMON     5                                                                                                                            0
  628  0 Techo115     co                            5                                                                                                                            0
  629  0 Calle67115   co                            5                                                                                                                            0
  630  0 LaPaz115     co                            5                                                                                                                            0
  631  0 Castellana1  co                            5                                                                                                                            0
  632  0 DiacoCOD115  co                            5                                                                                                                            0
  633  0 Chicala115   co                            5                                                                                                                            0
  634  0 Usme115      co                            5                                                                                                                            0
  635  0 Calle1115    co                            5                                                                                                                            0
  636  0 Concordia1   co                            5                                                                                                                            0
  637  0 TermoZipa1   co  1  2 1052 ZIPAEMG2        5                                                                                                                            0
  637  0 TermoZipa1   co  2  2 1053 ZIPAEMG3        5                                                                                                                            0
  637  0 TermoZipa1   co  3  2 1054 ZIPAEMG4        5                                                                                                                            0
  637  0 TermoZipa1   co  4  2 1055 ZIPAEMG5        5                                                                                                                            0
  638  0 Zipaquira1   co                            5                                                                                                                            0
  639  0 Caqueza115   co                            5                                                                                                                            0
  640  0 Veraguas115  co                            5                                                                                                                            0
  641  0 Muzu115      co                            5                                                                                                                            0
  642  0 Muña1115     co                            5                                                                                                                            0
  643  0 SnCarlosEEB1 co                            5                                                                                                                            0
  644  0 Muña3115     co                            5                                                                                                                            0
  645  0 Peldar115    co                            5                                                                                                                            0
  646  0 TPeldar115   co                            5                                                                                                                            0
  647  0 Sesquile115  co                            5                                                                                                                            0
  648  0 Simijaca115  co                            5                                                                                                                            0
  649  0 Ubate115     co                            5                                                                                                                            0
  650  0 Mosquera115  co                            5                                                                                                                            0
  651  0 TMosquera1   co                            5                                                                                                                            0
  652  0 VictoriaEEB1 co                            5                                                                                                                            0
  655  0 Balsillas2   co                            5                                                                                                                            0
  672  0 Gorgonzola7  co                            5                                                                                                                            0
  673  0 Charquito7   co                            5                                                                                                                            0
  674  0 TVeraguas7   co                            5                                                                                                                            0
  675  0 Veraguas7    co                            5                                                                                                                            0
  676  0 SnFacon7     co                            5                                                                                                                            0
  677  0 SnJose7      co                            5                                                                                                                            0
  678  0 Indumil7     co                            5                                                                                                                            0
  682  0 Aranjuez115  co                            5                                                                                                                            0
  683  0 Autopista1   co                            5                                                                                                                            0
  684  0 Bolivia115   co                            5                                                                                                                            0
  685  0 Calle51115   co                            5                                                                                                                            0
  686  0 Carrera5115  co                            5                                                                                                                            0
  687  0 Usaquen115   co                            5                                                                                                                            0
  688  0 PuertoGaita1 co                            5                                                                                                                            0
  691  0 Canoas115    co                            5                                                                                                                            0
  695  0 Salitre7     co                            5                                                                                                                            0
  696  0 Calera115    co                            5                                                                                                                            0
  697  0 SnRafael115  co                            5                                                                                                                            0
  698  0 Morato115    co                            5                                                                                                                            0
  699  0 Loma5        co                            4                                                                                                                            0
  701  0 SaltoII115   co  1  1  311 SALTO II        5                                                                                                                            0
  702  0 SaltoI115    co                            5                                                                                                                            0
  703  0 Tenjo115     co                            5                                                                                                                            0
  708  0 Bacata115    co                            5                                                                                                                            0
  709  0 Balsillas1   co                            5                                                                                                                            0
  713  0 Tunal115     co                            5                                                                                                                            0
  715  0 Circo115     co                            5                                                                                                                            0
  952  0 Bolivar5     co                            1                                                                                                                            0
  953  0 Copey5       co                            1                                                                                                                            0
  954  0 Bolivar2     co                            1                                                                                                                            0
  955  0 Cartagena2   co  1  2 1005 CARTAGENA1      1                                                                                                                            0
  955  0 Cartagena2   co  2  2 1006 CARTAGGAS1      1                                                                                                                            0
  955  0 Cartagena2   co  3  2 1007 CARTAGENA2      1                                                                                                                            0
  955  0 Cartagena2   co  4  2 1008 CARTAGGAS2      1                                                                                                                            0
  955  0 Cartagena2   co  5  2 1009 CARTAGENA3      1                                                                                                                            0
  955  0 Cartagena2   co  6  2 1010 CARTAGGAS3      1                                                                                                                            0
  955  0 Cartagena2   co  7  2 2095 TERMOCARIBE1    1                                                                                                                            0
  955  0 Cartagena2   co  8  2 2096 TERMOCARIBE3    1                                                                                                                            0
  956  0 Ternera2     co                            1                                                                                                                            0
  957  0 Candelaria2  co  1  2 2044 C_CANDELARIA    1                                                                                                                            0
  957  0 Candelaria2  co  2  2 2020 CANDELARIA1     1                                                                                                                            0
  957  0 Candelaria2  co  3  2 2022 CAND1FO2        1                                                                                                                            0
  957  0 Candelaria2  co  4  2 2024 CANDELARIA2     1                                                                                                                            0
  957  0 Candelaria2  co  5  2 2025 CAND2FO2        1                                                                                                                            0
  958  0 Ternera6     co                            1                                                                                                                            0
  959  0 Bayunca6     co                            1                                                                                                                            0
  960  0 VillaEstrel6 co                            1                                                                                                                            0
  961  0 Bgrande6     co                            1                                                                                                                            0
  962  0 NtpBqe62     co                            1                                                                                                                            0
  963  0 Cartagena6   co                            1                                                                                                                            0
  964  0 Calamar6     co                            1                                                                                                                            0
  965  0 ElCarmen6    co                            1                                                                                                                            0
  966  0 Gambote6     co                            1                                                                                                                            0
  967  0 Candelaria1  co                            1                                                                                                                            0
  968  0 NvCospique1  co                            1                                                                                                                            0
  969  0 Cospique6    co                            1                                                                                                                            0
  970  0 Membrillal6  co                            1                                                                                                                            0
  971  0 Zambrano6    co                            1                                                                                                                            0
  972  0 Mamonal6     co                            1                                                                                                                            0
  973  0 Chambacu6    co                            1                                                                                                                            0
