!BCod ..Bus.Name.. LCod dd/mm/yyyy Llev ..Load.. Icca
 1747 POMASQUI230     2 01/01/1970    1       1.    0
 1747 POMASQUI230     2 01/01/1970    2       1.    0
 1747 POMASQUI230     2 01/01/1970    3       1.    0
 1747 POMASQUI230     2 01/01/1970    4       1.    0
 1747 POMASQUI230     2 01/01/1970    5       1.    0
