**** Planta:  102 GUATAPE      Penal:          -1.
2022   64.24   60.32   56.39   52.47   48.43   43.77   39.11   34.45   29.79   26.51   23.24   19.97    16.7   14.01   11.76     9.5    7.25    6.02     6.9    7.78    8.67    9.55   10.28   11.01                                                                                                                                                                                                                                
**** Planta:  112 TRONERAS     Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                   12.28    12.7   13.07   13.44    13.8   14.17   14.54   14.89   15.25   15.61   15.97   17.13   18.61   20.09   21.58   22.07   22.17   22.27   22.37   22.54    22.9   23.25   23.61   23.97   23.62   23.28   22.93   22.59
2020   21.93   21.04   20.15   19.26   18.34   17.29   16.23   15.17   14.12   13.37   12.63   11.89   11.15   10.54   10.03    9.52    9.01    8.86    9.37    9.88   10.39    10.9   11.32   11.74   12.28    12.7   13.07   13.44    13.8   14.17   14.54   14.89   15.25   15.61   15.97   17.13   18.61   20.09   21.58   22.07   22.17   22.27   22.37   22.54    22.9   23.25   23.61   23.97   23.62   23.28   22.93   22.59
2021   21.93   21.04   20.15   19.26   18.34   17.29   16.23   15.17   14.12   13.37   12.63   11.89   11.15   10.54   10.03    9.52    9.01    8.86    9.37    9.88   10.39    10.9   11.32   11.74   12.28    12.7   13.07   13.44    13.8   14.17   14.54   14.89   15.25   15.61   15.97   17.13   18.61   20.09   21.58   22.07   22.17   22.27   22.37   22.54    22.9   23.25   23.61   23.97   23.62   23.28   22.93   22.59
2022   21.93   21.04   20.15   19.26   18.34   17.29   16.23   15.17   14.12   13.37   12.63   11.89   11.15   10.54   10.03    9.52    9.01    8.86    9.37    9.88   10.39    10.9   11.32   11.74                                                                                                                                                                                                                                
**** Planta:  115 LA TASAJERA  Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                   91.39    99.7  100.63  100.32  100.01    99.7   98.46   95.99   93.51   91.03   91.06   93.31   95.57   97.82  100.07   102.9  105.84  108.77   111.7  114.81  118.14  121.47   124.8  127.48  126.26  125.04  123.82   122.6
