!BCod ..Bus.Name.. LCod dd/mm/yyyy Llev ..Load.. Icca
  223 Ocoa115         1 01/01/1970    4    29.92    0
  223 Ocoa115         1 01/01/1970    5    26.13    0
  225 Vllavicenci1    1 01/01/1970    1    10.22    0
  225 Vllavicenci1    1 01/01/1970    2     9.31    0
  225 Vllavicenci1    1 01/01/1970    3     9.21    0
  225 Vllavicenci1    1 01/01/1970    4     6.52    0
  225 Vllavicenci1    1 01/01/1970    5     5.69    0
  226 Barzal115       1 01/01/1970    1    66.08    0
  226 Barzal115       1 01/01/1970    2    60.17    0
  226 Barzal115       1 01/01/1970    3    59.55    0
  226 Barzal115       1 01/01/1970    4    42.16    0
  226 Barzal115       1 01/01/1970    5    36.81    0
  227 Granada115      1 01/01/1970    1    25.91    0
  227 Granada115      1 01/01/1970    2    23.59    0
  227 Granada115      1 01/01/1970    3    23.35    0
  227 Granada115      1 01/01/1970    4    16.53    0
  227 Granada115      1 01/01/1970    5    14.43    0
  228 PuertoLopez1    1 01/01/1970    1     5.91    0
  228 PuertoLopez1    1 01/01/1970    2     5.38    0
  228 PuertoLopez1    1 01/01/1970    3     5.33    0
  228 PuertoLopez1    1 01/01/1970    4     3.77    0
  228 PuertoLopez1    1 01/01/1970    5     3.29    0
  229 Suria115        1 01/01/1970    1    19.69    0
  229 Suria115        1 01/01/1970    2    17.93    0
  229 Suria115        1 01/01/1970    3    17.75    0
  229 Suria115        1 01/01/1970    4    12.56    0
  229 Suria115        1 01/01/1970    5    10.97    0
  233 NtpSJG1         1 01/01/1970    1     8.04    0
  233 NtpSJG1         1 01/01/1970    2     7.32    0
  233 NtpSJG1         1 01/01/1970    3     7.24    0
  233 NtpSJG1         1 01/01/1970    4     5.13    0
  233 NtpSJG1         1 01/01/1970    5     4.48    0
  236 Belen115        1 01/01/1970    1    32.94    0
  236 Belen115        1 01/01/1970    2    35.16    0
  236 Belen115        1 01/01/1970    3    44.48    0
  236 Belen115        1 01/01/1970    4     50.6    0
  236 Belen115        1 01/01/1970    5    61.33    0
  243 Paipa115        1 01/01/1970    1     4.98    0
  243 Paipa115        1 01/01/1970    2     3.74    0
  243 Paipa115        1 01/01/1970    3     4.43    0
  243 Paipa115        1 01/01/1970    4     3.29    0
  243 Paipa115        1 01/01/1970    5     2.71    0
  250 CiraInfanta2  501 01/01/1970    1    59.32    0
  250 CiraInfanta2  501 01/01/1970    2    59.32    0
  250 CiraInfanta2  501 01/01/1970    3    59.32    0
  250 CiraInfanta2  501 01/01/1970    4    59.32    0
  250 CiraInfanta2  501 01/01/1970    5    59.32    0
  252 NtpApa1       501 01/01/1970    1    35.42    0
  252 NtpApa1       501 01/01/1970    2    35.42    0
  252 NtpApa1       501 01/01/1970    3    35.42    0
  252 NtpApa1       501 01/01/1970    4    35.42    0
  252 NtpApa1       501 01/01/1970    5    35.42    0
  253 Holcim115     501 01/01/1970    1    17.65    0
  253 Holcim115     501 01/01/1970    2    17.65    0
  253 Holcim115     501 01/01/1970    3    17.65    0
  253 Holcim115     501 01/01/1970    4    17.65    0
  253 Holcim115     501 01/01/1970    5    17.65    0
  254 SnAntonio1      1 01/01/1970    1     9.97    0
  254 SnAntonio1      1 01/01/1970    2     9.04    0
  254 SnAntonio1      1 01/01/1970    3    10.38    0
  254 SnAntonio1      1 01/01/1970    4     7.23    0
  254 SnAntonio1      1 01/01/1970    5       7.    0
  255 Barbosa115      1 01/01/1970    1    23.85    0
  255 Barbosa115      1 01/01/1970    2    17.79    0
  255 Barbosa115      1 01/01/1970    3     17.1    0
  255 Barbosa115      1 01/01/1970    4    16.26    0
  255 Barbosa115      1 01/01/1970    5    13.81    0
  256 Chiquinquir1    1 01/01/1970    1     9.84    0
  256 Chiquinquir1    1 01/01/1970    2     7.15    0
  256 Chiquinquir1    1 01/01/1970    3     7.01    0
  256 Chiquinquir1    1 01/01/1970    4     6.11    0
  256 Chiquinquir1    1 01/01/1970    5     4.78    0
  257 Barranca115     1 01/01/1970    1    30.16    0
  257 Barranca115     1 01/01/1970    2    24.68    0
  257 Barranca115     1 01/01/1970    3    21.42    0
  257 Barranca115     1 01/01/1970    4    24.66    0
  257 Barranca115     1 01/01/1970    5    21.46    0
  258 Palenque115     1 01/01/1970    1    70.49    0
  258 Palenque115     1 01/01/1970    2     73.9    0
  258 Palenque115     1 01/01/1970    3    75.03    0
